aer_ratings_tag,country_regional_group,country_classification__om__5_jan_2018_,department,project_name,modality,mode_of_financial_assistance,modality__financing_,source_of_funds,approved_amount__usd_mil_,disbursed_amount__usd_mil_,signed__committed_amount__usd_mil_,approval_date,approval_year,loan_grant_signing,loan_grant_effectivity__original_,loan_grant_effectivity__actual_,closing_date__estimate__ctl,closing_date__actual___ctl_,cofin__app_usd_mil_,cofin__act_usd_mil_,proj_cost__app_usd_mil_,proj_cost__act_usd_mil_,primary_sector__pcs_2014_,rrp_circulation_date__bod_,pcr_circulation_date__bod_,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrower_performance,pcr_ea_performance,pcr_adb_performance,pvr_circulation_date,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb__performance,pcr_quality,pper_circulation_date__bod_,pper_overall_rating,pper_relevance,pper_effectiveness,pper_efficiency,pper_sustainability,pper_borrower_performance,pper_ea_performance,pper_adb_performance,source_of_latest_rating,aer_reporting_year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
1,Southeast Asia,OCR Blend,SERD,Dili Urban Water Supply Sector Project,Project,Project grant,Project grant,ADF,6.0,5.92,6.0,2007,2007.0,2008.0,,2008.0,2011.0,2016.0,0.0,0.0,7.5,7.42,WUS,,2018.0,less than successful,less than relevant,less than effective,less than efficient,unlikely sustainable,less than satisfactory,less than satisfactory,satisfactory,,less than successful,less than relevant,less than effective,less than efficient,unlikely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,Central and West Asia,Regular OCR-only,CWRD,Water Supply and Sanitation Sector Project (with Additional Financing),Project,Sector Loan,Sector loan,COL,76.0,74.25,77.3166403,2007,2007.0,2007.0,,2008.0,2017.0,2018.0,0.0,0.0,95.0,92.62,WUS,,2018.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,na,2020.0,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,PPER,2019.0,,,,,,,,
0,Central and West Asia,Regular OCR-only,CWRD,Water Supply and Sanitation Sector Project,Project,Sector Loan,,COL,36.0,36.32,37.20861304,2007,2007.0,2007.0,,2008.0,2013.0,2013.0,,,,,WUS,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,-,-,-,-,-,-,-,-,PPER,2019.0,,,,,,,,
0,Central and West Asia,Regular OCR-only,CWRD,Water Supply and Sanitation Sector Project - Additional Financing,Project,Sector Loan,,COL,40.0,37.93,40.10802726,2012,2012.0,2012.0,,2012.0,2017.0,2018.0,,,,,WUS,,,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,na,,-,-,-,-,-,-,-,-,PPER,2019.0,,,,,,,,
9,Central and West Asia,OCR Blend,CWRD,Housing for Integrated Rural Development Investment Program ,Project,MFF - Facility,MFF - Facility,OCR,100.0,98.42,100.0,2015,2015.0,2015.0,,2015.0,2017.0,2017.0,100.0,74.09,942.45,980.96,FIN,,2019.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,na,2018.0,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory,PPER,2020.0,,,,,,,,
"1,9",Central and West Asia,Regular OCR-only,CWRD,Small and Medium Enterprise Investment Program (Tranche 2),Project,MFF-Tranche (Loan),MFF - tranche,OCR,122.0,122.0,122.0,2013,2013.0,2014.0,,2014.0,2016.0,2016.0,0.0,0.0,122.0,122.0,FIN,,2018.0,less than successful,less than relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
9,Southeast Asia,Regular OCR-only,SERD,Integrated Citarum Water Resources Management Investment Program,Project,MFF - Facility,MFF - Facility,COL/OCR/Global Environment Facility Grant,53.75,45.43,53.72665998,2008,2008.0,2009.0,,2009.0,2016.0,2017.0,3.75,3.61,103.4,63.85,ANR,,2018.0,unsuccessful,relevant,ineffective,inefficient,unlikely sustainable,satisfactory,satisfactory,satisfactory,,unsuccessful,less than relevant,ineffective,inefficient,unlikely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Integrated Citarum Water Resources Management Investment Program (Project 1),Project,MFF-Tranche (Loan),,OCR,20.0,17.23,20.0,2008,2008.0,2009.0,,2009.0,2016.0,2017.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Integrated Citarum Water Resources Management Investment Program (Project 1),Project,MFF-Tranche (Loan),,COL,30.0,24.58,29.97665998,2008,2008.0,2009.0,,2009.0,2016.0,2017.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Regular OCR-only,SERD,Integrated Citarum Water Resources Management Investment Project,Project,MFF-Tranche (Grant),,Global Environment Facility Grant,3.75,3.61,3.75,2010,2010.0,2010.0,,2010.0,2014.0,2017.0,3.75,3.61,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,South Asia,Regular OCR-only,SARD,Sustainable Power Sector Support Project,Project,Project loan,Project loan,COL/OCR,120.0,94.12,120.24985556,2011,2011.0,2011.0,,2011.0,2016.0,2018.0,0.0,0.0,162.03,133.34,ENE,,2018.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,South Asia,Regular OCR-only,SARD,Sustainable Power Sector Support Project,Project,Project loan,,OCR,110.0,85.76,110.0,2011,2011.0,2011.0,,2011.0,2016.0,2018.0,,,,,ENE,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,South Asia,Regular OCR-only,SARD,Sustainable Power Sector Support Project,Project,Project loan,,COL,10.0,8.37,10.24985556,2011,2011.0,2011.0,,2011.0,2016.0,2017.0,,,,,ENE,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,Central and West Asia,Concessional assistance-only,CWRD,Central Asia Regional Economic Cooperation Corridor 6 (Ayni–Uzbekistan Border Road) Improvement Project,Project,Project grant,Project grant,ADF/OFID,114.0,113.99,114.0,2012,2012.0,2012.0,,2012.0,2016.0,2017.0,14.0,14.0,136.0,135.33,TRA,,2018.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,Central Asia Regional Economic Cooperation Corridor 6 (Ayni–Uzbekistan Border Road) Improvement Project,Project,Project grant,,ADF,100.0,99.99,100.0,2012,2012.0,2012.0,,2012.0,2016.0,2017.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,Concessional assistance-only,CWRD,Central Asia Regional Economic Cooperation Corridor 6 (Ayni–Uzbekistan Border Road) Improvement Project,Project,Project loan,,OFID,14.0,14.0,14.0,2012,2012.0,2012.0,,2012.0,2016.0,2016.0,14.0,14.0,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
"1,9",Pacific,Concessional assistance-only,PARD,Higher Education in the Pacific Investment Program (Tranche 1),Project,MFF-Tranche (Loan),MFF - tranche,COL,3.6,3.21,3.56109876,2012,2012.0,2012.0,,2012.0,2016.0,2017.0,0.0,0.0,3.98,5.13,EDU,,2018.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Pacific,Concessional assistance-only,PARD,Higher Education in the Pacific Investment Program (Tranche 1),Project,MFF-Tranche (Loan),,COL,2.6,2.32,2.56627332,2012,2012.0,2012.0,,2012.0,2016.0,2017.0,,,,,EDU,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Pacific,Concessional assistance-only,PARD,Higher Education in the Pacific Investment Program (Tranche 1) (Additional Financing),Project,MFF-Tranche (Loan),,COL,1.0,0.89,0.99482544,2014,2014.0,2014.0,,2014.0,2016.0,2017.0,,,,,EDU,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
"1,9",Central and West Asia,OCR Blend,CWRD,National Trade Corridor Highway Investment Program (Tranche 1),Project,MFF-Tranche (Loan),MFF - tranche,COL/OCR,180.0,126.44,179.63179457,2007,2007.0,2008.0,,2008.0,2015.0,2015.0,0.0,0.0,212.5,157.13,TRA,,2018.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,National Trade Corridor Highway Investment Program (Tranche 1),Project,MFF-Tranche (Loan),,OCR,170.0,126.44,170.0,2007,2007.0,2008.0,,2008.0,2015.0,2015.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,National Trade Corridor Highway Investment Program (Tranche 1),Project,MFF-Tranche (Loan),,COL,10.0,0.0,9.63179457,2007,2007.0,2008.0,,2008.0,2014.0,2011.0,,,,,TRA,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,Southeast Asia,Concessional assistance-only,SERD,Promoting Economic Diversification Program,Program,Program loan,Program loan,COL/ADF,71.0,71.71,71.69206134,2008,2008.0,2008.0,,2008.0,2015.0,2017.0,0.0,0.0,71.83,72.5,PSM,,2018.0,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Promoting Economic Diversification Program (Subprogram 1),Program,Program loan,,COL,20.0,21.19,19.87367319,2008,2008.0,2008.0,,2008.0,2009.0,2009.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Promoting Economic Diversification Program (Subprogram 2),Program,Program loan,,COL,10.0,10.18,10.31775095,2010,2010.0,2010.0,,2011.0,2011.0,2011.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Promoting Economic Diversification Program (Subprogram 3),Program,Program loan,,COL,25.0,24.87,25.5006372,2012,2012.0,2013.0,,2013.0,2013.0,2013.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Promoting Economic Diversification Program (Subprogram 1),Program,Program grant,,ADF,2.0,1.91,2.0,2008,2008.0,2008.0,,2008.0,2012.0,2013.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Promoting Economic Diversification Program (Subrogram 2),Program,Program grant,,ADF,9.0,9.0,9.0,2010,2010.0,2010.0,,2011.0,2011.0,2011.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Promoting Economic Diversification Program (Subrogram 2),Program,Program grant,,ADF,5.0,4.55,5.0,2010,2010.0,2010.0,,2011.0,2014.0,2017.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,South Asia,OCR Blend,SARD,"Micro, Small, and Medium Enterprise Development Project",Project,DFI,DFI,OCR,50.0,35.71,50.0,2010,2010.0,2010.0,,2010.0,2015.0,2015.0,0.0,0.0,50.0,35.71,FIN,,2018.0,less than successful,less than relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,less than satisfactory,,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,Southeast Asia,Concessional assistance-only,SERD,Public Financial Management for Rural Development Program ,Program,Program loan/grant,Program loan/grant,COL,35.81,35.33,36.29434373,2008,2008.0,2008.0,,2008.0,2013.0,2017.0,0.0,0.0,37.48,36.27,PSM,,2018.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Public Financial Management for Rural Development Program (Subprogram 2),Program,Program loan,,COL,10.0,10.72,10.48434373,2010,2010.0,2010.0,,2011.0,2011.0,2011.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Public Financial Management for Rural Development Program (Subprogram 1),Program,Program grant,,ADF,6.71,6.71,6.71,2008,2008.0,2008.0,,2008.0,2009.0,2009.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Public Financial Management for Rural Development Program (Subprogram 1),Program,Program grant,,ADF,4.1,3.45,4.1,2008,2008.0,2008.0,,2008.0,2012.0,2014.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Public Financial Management for Rural Development Program (Subprogram 2),Program,Program grant,,ADF,10.0,10.0,10.0,2010,2010.0,2010.0,,2011.0,2011.0,2011.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Public Financial Management for Rural Development Program (Project grant),Project,Project grant,,ADF,5.0,4.44,5.0,2010,2010.0,2010.0,,2011.0,2013.0,2017.0,,,,,PSM,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,Southeast Asia,Concessional assistance-only,SERD,Emergency Food Assistance Project,Project,Special Assistance Loan,Special assistance loan,COL/ADF/Global Agriculture and Food Security Program,59.5,53.36,58.97571702,2008,2008.0,2008.0,,2008.0,2015.0,2016.0,24.5,24.2,67.82,59.49,ANR,,2018.0,successful,relevant,highly effective,efficient,less than likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Emergency Food Assistance Project,Project,Special Assistance Loan,,COL,17.5,11.67,16.97571702,2008,2008.0,2008.0,,2008.0,2012.0,2013.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Emergency Food Assistance Project,Project,Project grant,,ADF,17.5,17.49,17.5,2008,2008.0,2008.0,,2008.0,2011.0,2016.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Southeast Asia,Concessional assistance-only,SERD,Emergency Food Assistance Project,Project,Project grant,,Global Agriculture and Food Security Program,24.5,24.2,24.5,2012,2012.0,2012.0,,2012.0,2015.0,2016.0,24.5,24.2,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
9,Central and West Asia,OCR Blend,CWRD,Punjab Irrigated Agriculture Investment Program,Project,MFF - Facility,MFF - Facility,COL/OCR,597.37,422.67,581.13311795,2006,2006.0,2007.0,,2007.0,2017.0,2018.0,0.0,0.0,1125.0,839.9,ANR,,2018.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Punjab Irrigated Agriculture Investment Program (Project 1),Project,MFF-Tranche (Loan),,OCR,217.8,151.59,207.84450065,2006,2006.0,2007.0,,2007.0,2017.0,2018.0,,,,,ANR,,2018.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Punjab Irrigated Agriculture Investment Program (Project 1),Project,MFF-Tranche (Loan),,COL,10.0,10.07,10.1792328,2006,2006.0,2007.0,,2007.0,2017.0,2017.0,,,,,ANR,,2018.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Punjab Irrigated Agriculture Investment Program (Project 2),Project,MFF-Tranche (Loan),,COL,270.0,195.91,263.5393845,2011,2011.0,2012.0,,2012.0,2017.0,2018.0,,,,,ANR,,2018.0,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Punjab Irrigated Agriculture Investment Program (Tranche 3),Project,MFF-Tranche (Loan),,OCR,73.0,42.18,73.0,2012,2012.0,2013.0,,2013.0,2017.0,2017.0,,,,,ANR,,2018.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Punjab Irrigated Agriculture Investment Program (Tranche 4),Project,MFF-Tranche (Loan),,OCR,26.57,22.93,26.57,2015,2015.0,2015.0,,2016.0,2017.0,2017.0,,,,,ANR,,2018.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,South Asia,OCR Blend,SARD,Public–Private Infrastructure Development Facility,Project,DFI,DFI,COL/OCR/CCF/ACEF,168.3,166.94,165.8183665,2008,2008.0,2008.0,,2009.0,2015.0,2018.0,102.0,20.0,928.0,656.9,FIN,,2018.0,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Public–Private Infrastructure Development Facility,Project,DFI,,COL,83.0,81.64,80.5183665,2008,2008.0,2008.0,,2009.0,2013.0,2014.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Public–Private Infrastructure Development Facility,Project,DFI,,OCR,82.0,82.0,82.0,2008,2008.0,2008.0,,2009.0,2015.0,2018.0,,,,,FIN,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Public–Private Infrastructure Development Facility (supplementary),Project,Project grant,,Climate Change Fund (CCF),1.3,1.3,1.3,2011,2011.0,2011.0,,2011.0,2014.0,2015.0,,,,,ENE,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Public–Private Infrastructure Development Facility (supplementary),Project,Project grant,,Asian Clean Energy Fund under the Clean Energy Financing Partnership Facility,2.0,2.0,2.0,2011,2011.0,2011.0,,2011.0,2014.0,2014.0,2.0,2.0,,,ENE,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
"1,9",Central and West Asia,OCR Blend,CWRD,Punjab Irrigated Agriculture Investment Program (Tranches 1 & 4),Project,MFF-Tranche (Loan),MFF - tranche,COL/OCR,195.554805,184.59,244.59373345,2006,2006.0,2007.0,,2007.0,2017.0,2018.0,0.0,0.0,281.4,280.73,ANR,,2018.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Punjab Irrigated Agriculture Investment Program (Project 1),Project,MFF-Tranche (Loan),,OCR,158.984805,151.59,207.84450065,2006,2006.0,2007.0,,2007.0,2017.0,2018.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Punjab Irrigated Agriculture Investment Program (Project 1),Project,MFF-Tranche (Loan),,COL,10.0,10.07,10.1792328,2006,2006.0,2007.0,,2007.0,2017.0,2017.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
0,Central and West Asia,OCR Blend,CWRD,Punjab Irrigated Agriculture Investment Program (Tranche 4),Project,MFF-Tranche (Loan),,OCR,26.57,22.93,26.57,2015,2015.0,2015.0,,2016.0,2017.0,2017.0,,,,,ANR,,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
"1,9",Southeast Asia,OCR Blend,SERD,Power Transmission Investment Program (Tranche 2),Project,MFF-Tranche (Loan),MFF - tranche,OCR,110.19,62.85,110.19,2012,2012.0,2012.0,,2013.0,2016.0,2017.0,100.0,59.45,460.97,238.08,ENE,,2018.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
1,Southeast Asia,Concessional assistance-only,SERD,Strengthening Higher Education Project,Project,Project grant,Project grant,ADF,24.8,24.8,24.8,2009,2009.0,2009.0,,2009.0,2016.0,2017.0,0.0,0.0,28.8,27.59,EDU,,2018.0,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
9,South Asia,OCR Blend,SARD,Madhya Pradesh Power Sector Investment Program (Tranche 6 and Multitranche Financing Facility),Project,MFF - Facility,MFF - Facility,OCR,69.0,55.36,69.0,2007,2007.0,2007.0,,2011.0,2014.0,2015.0,0.0,0.0,125.5,81.23,ENE,,2018.0,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,2020.0,successful,relevant,effective,highly efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,PPER,2019.0,,,,,,,,
0,South Asia,OCR Blend,SARD,Madhya Pradesh Power Sector Investment Program (Tranche 6 ),Project,MFF-Tranche (Loan),,OCR,69.0,55.35,69.0,2010,2010.0,2011.0,,2011.0,2014.0,2015.0,,,,,ENE,,,-,-,-,-,-,-,-,-,,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,-,-,-,-,-,-,-,-,PPER,2019.0,,,,,,,,
1,East Asia,Regular OCR-only,EARD,Beijing–Tianjin–Hebei Air Quality Improvement–Hebei Policy Reforms Program,Program,Programmatic Approach Policy-Based Lending (loan),Programmatic Approach Policy-Based Lending,OCR,300.0,300.0,300.0,2015,2015.0,2016.0,,2016.0,2017.0,2016.0,0.0,0.0,300.0,300.0,ENE,,2018.0,highly successful,highly relevant,highly effective,efficient,most likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
"1,9",Central and West Asia,OCR Blend,CWRD,Water Supply and Sanitation Services Investment Program (Project 3),Project,MFF-Tranche (Loan),MFF - tranche,COL,58.0,49.91,57.1513208,2011,2011.0,2012.0,,2012.0,2016.0,2018.0,0.0,0.0,72.5,55.5,WUS,,2018.0,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,,na,na,na,na,na,na,na,na,PVR,2019.0,,,,,,,,
